login_attempts,failed_logins,data_transfer_mb,access_time,ip_changes,is_malicious
4,2,183,16,1,0
4,1,211,14,0,0
4,2,216,12,0,0
4,2,116,12,1,0
4,1,115,10,1,0
4,0,58,10,0,0
10,5,765,2,4,1
4,2,119,11,0,0
8,3,735,4,3,1
4,2,215,10,0,0
12,3,753,4,7,1
7,1,152,9,1,0
14,5,919,1,6,1
3,2,214,12,0,0
10,3,744,2,7,1
7,0,234,9,0,0
6,1,97,15,0,0
10,7,757,3,5,1
5,0,171,11,1,0
6,1,154,10,0,0
4,2,209,12,1,0
6,1,102,11,0,0
5,2,171,16,0,0
7,0,99,10,1,0
4,1,122,13,1,0
7,0,242,11,0,0
7,1,180,9,1,0
5,2,59,12,1,0
7,1,232,11,0,0
11,6,850,1,5,1
7,2,218,13,1,0
7,0,151,9,0,0
8,4,873,3,7,1
6,2,178,16,0,0
5,0,189,13,1,0
3,0,79,9,1,0
6,2,149,14,0,0
8,5,960,4,7,1
4,2,181,13,1,0
12,4,635,1,4,1
15,3,806,4,3,1
11,5,452,1,4,1
3,2,215,12,0,0
3,0,137,11,0,0
11,7,483,2,7,1
6,1,153,13,1,0
6,0,83,11,0,0
3,2,217,16,0,0
4,0,210,10,1,0
11,4,782,4,4,1
10,6,883,4,5,1
12,6,741,4,4,1
7,2,231,14,1,0
11,3,886,4,6,1
3,0,128,11,1,0
5,2,106,13,1,0
3,0,172,15,1,0
13,4,745,2,5,1
5,2,71,15,1,0
6,0,144,16,1,0
7,1,195,12,1,0
7,2,193,10,1,0
5,2,65,11,1,0
3,1,87,14,0,0
3,1,192,11,1,0
7,1,145,14,0,0
10,5,739,2,7,1
5,1,111,15,0,0
4,1,153,14,1,0
6,0,73,14,1,0
12,5,810,2,6,1
3,1,147,16,1,0
8,4,630,3,5,1
12,3,955,1,7,1
5,0,78,14,1,0
3,0,203,11,1,0
9,7,725,4,7,1
3,1,74,14,1,0
4,0,170,16,0,0
7,0,106,14,0,0
5,1,145,15,1,0
5,2,157,11,0,0
6,1,149,10,1,0
7,1,79,13,1,0
6,0,220,16,0,0
5,0,129,11,1,0
7,0,69,14,0,0
6,0,51,12,0,0
12,4,749,1,6,1
9,6,913,4,4,1
5,2,173,13,1,0
3,2,177,9,1,0
3,1,210,10,0,0
15,5,914,1,6,1
7,0,226,14,1,0
14,5,757,1,5,1
6,2,81,9,0,0
6,0,141,9,1,0
6,2,247,13,0,0
12,7,864,2,5,1
7,2,119,15,1,0
3,2,184,13,1,0
4,0,206,12,0,0
7,2,112,11,0,0
3,0,83,10,0,0
5,0,114,12,0,0
13,7,855,3,4,1
7,1,214,16,0,0
5,1,199,13,1,0
7,1,100,15,1,0
15,5,958,1,7,1
7,0,143,15,0,0
7,0,75,11,1,0
5,2,162,10,0,0
3,1,208,15,0,0
7,2,97,11,1,0
7,2,151,13,0,0
4,1,136,11,1,0
6,0,146,11,1,0
4,0,169,12,0,0
6,2,203,16,1,0
6,0,79,14,0,0
6,0,57,9,0,0
5,1,153,14,1,0
15,4,506,2,5,1
9,5,848,2,6,1
7,0,134,10,1,0
3,0,218,15,1,0
3,1,207,10,1,0
3,1,211,16,1,0
3,1,198,16,1,0
12,7,846,4,4,1
3,1,143,9,0,0
3,2,140,16,1,0
5,0,52,9,1,0
3,0,101,9,1,0
3,2,233,9,0,0
3,1,236,10,0,0
6,1,135,13,1,0
4,0,162,11,1,0
9,6,707,4,4,1
10,4,923,3,6,1
11,5,808,2,4,1
6,1,199,9,0,0
12,7,521,2,3,1
5,0,178,15,0,0
4,1,157,11,1,0
15,5,961,4,4,1
7,1,107,14,1,0
9,5,960,3,3,1
3,0,181,15,0,0
6,0,248,13,0,0
6,0,152,14,1,0
8,6,745,3,4,1
5,1,139,12,0,0
4,2,243,15,1,0
8,3,602,4,5,1
3,1,151,13,0,0
6,1,209,16,0,0
4,2,179,15,0,0
11,4,467,1,4,1
11,3,984,1,3,1
9,4,622,3,5,1
3,1,172,14,0,0
7,2,184,9,0,0
3,1,95,10,0,0
6,2,56,9,0,0
3,2,159,15,1,0
3,2,109,10,0,0
14,6,679,4,3,1
14,4,539,4,4,1
7,2,246,10,0,0
6,0,90,9,0,0
4,2,155,12,1,0
3,0,227,14,1,0
12,4,686,4,4,1
6,0,145,10,0,0
4,1,213,9,1,0
4,0,99,11,0,0
9,6,874,2,7,1
3,2,63,12,0,0
3,0,88,10,1,0
4,0,151,10,1,0
15,5,776,1,7,1
11,7,796,2,5,1
7,0,173,12,1,0
4,2,223,13,0,0
10,7,869,2,4,1
7,1,230,11,0,0
5,1,86,10,1,0
6,2,215,10,1,0
7,1,122,10,1,0
12,7,844,1,5,1
13,7,954,4,4,1
6,0,239,13,0,0
3,2,81,13,1,0
14,7,522,4,6,1
8,3,933,3,4,1
4,0,130,14,0,0
11,4,464,1,4,1
7,0,67,14,1,0
5,0,71,11,0,0
11,5,458,2,7,1
7,2,170,10,1,0
3,1,165,11,1,0
3,2,95,15,0,0
3,0,170,11,0,0
11,4,474,4,7,1
8,6,922,2,5,1
4,1,168,14,0,0
5,0,215,11,1,0
7,0,170,16,1,0
7,2,249,16,0,0
6,1,99,10,0,0
7,2,115,9,1,0
5,2,218,15,0,0
3,1,91,11,1,0
3,0,104,11,0,0
6,1,118,12,1,0
7,1,64,9,0,0
14,4,770,1,3,1
6,2,93,11,1,0
12,3,458,3,7,1
4,2,161,13,1,0
3,2,75,15,0,0
5,1,165,9,1,0
5,1,84,12,1,0
4,2,119,14,0,0
4,1,214,11,0,0
8,7,752,3,5,1
3,1,93,12,0,0
6,1,60,9,0,0
7,1,249,13,0,0
4,1,90,10,0,0
13,4,585,1,3,1
6,1,174,14,0,0
6,1,228,14,0,0
3,0,242,16,1,0
5,0,227,12,1,0
6,1,54,10,1,0
4,2,107,12,1,0
7,0,246,13,1,0
5,0,234,15,1,0
12,6,486,1,5,1
7,0,123,11,1,0
3,1,96,10,1,0
5,2,203,15,0,0
4,0,159,15,0,0
6,1,147,12,1,0
11,6,892,3,7,1
10,7,835,2,5,1
3,0,62,14,0,0
6,2,158,15,1,0
12,5,950,4,6,1
7,1,66,10,0,0
5,2,108,12,1,0
5,2,190,14,0,0
14,3,491,2,6,1
12,6,507,1,7,1
5,2,155,15,0,0
3,1,245,15,0,0
5,2,130,15,0,0
7,1,68,16,0,0
13,4,582,3,4,1
15,6,500,2,3,1
11,6,633,4,7,1
14,6,473,1,3,1
4,0,88,11,1,0
12,4,491,1,6,1
4,1,51,11,0,0
14,4,543,1,5,1
3,1,84,13,0,0
9,6,899,1,3,1
6,0,202,14,0,0
7,1,95,10,0,0
7,1,98,15,1,0
6,0,91,10,0,0
3,1,166,11,0,0
7,2,212,11,0,0
11,4,582,1,3,1
6,1,129,15,1,0
5,1,133,15,0,0
6,1,143,12,0,0
5,1,153,10,0,0
14,7,981,4,4,1
12,4,585,3,6,1
10,5,824,4,4,1
14,5,626,4,4,1
7,0,215,14,1,0
3,2,176,9,1,0
6,1,101,12,1,0
7,1,108,9,1,0
3,0,249,16,1,0
8,5,726,4,6,1
7,0,198,9,1,0
3,2,164,11,1,0
3,2,146,11,1,0
7,1,99,16,0,0
3,2,113,13,1,0
7,1,156,11,0,0
9,6,625,4,7,1
6,1,218,14,1,0
5,0,97,10,0,0
5,2,163,11,1,0
14,4,915,3,7,1
4,2,123,10,1,0
12,3,545,4,3,1
4,2,96,11,0,0
13,5,659,1,7,1
4,2,123,10,0,0
5,0,202,11,1,0
12,3,998,3,7,1
3,1,56,14,0,0
10,7,875,4,3,1
3,1,213,9,0,0
5,1,84,16,0,0
7,2,175,14,0,0
8,6,793,2,3,1
5,0,78,11,1,0
6,1,224,16,0,0
7,0,186,9,0,0
7,2,90,13,1,0
3,0,237,11,1,0
4,2,136,15,1,0
6,1,237,15,0,0
3,0,212,12,0,0
6,2,222,14,0,0
6,1,248,12,0,0
7,2,180,10,1,0
7,1,149,16,1,0
14,5,690,2,4,1
3,1,161,11,1,0
4,0,99,14,0,0
8,5,945,3,6,1
3,0,74,16,0,0
15,5,526,3,3,1
5,2,153,15,0,0
4,1,86,16,1,0
4,0,72,12,0,0
3,0,212,13,1,0
6,2,182,16,0,0
8,7,995,4,4,1
9,4,568,3,3,1
6,0,173,14,0,0
3,0,55,11,0,0
8,4,504,3,5,1
6,0,80,15,1,0
12,7,834,3,7,1
6,0,190,10,1,0
10,5,532,2,3,1
4,1,185,9,0,0
8,4,757,2,7,1
5,1,240,10,1,0
4,2,182,12,0,0
6,2,50,13,1,0
10,6,582,2,7,1
15,5,516,2,3,1
11,4,482,1,4,1
7,0,186,15,1,0
3,2,196,15,1,0
7,0,71,16,1,0
4,2,238,10,0,0
4,0,112,9,1,0
11,3,943,1,7,1
7,1,87,14,1,0
15,4,637,4,6,1
3,0,133,16,1,0
6,0,213,14,0,0
3,1,208,13,1,0
4,1,130,15,1,0
4,0,99,10,1,0
7,2,237,11,1,0
7,1,67,10,1,0
12,6,626,3,4,1
7,2,125,11,1,0
4,0,88,12,1,0
7,1,158,14,0,0
13,7,957,3,6,1
6,1,68,16,0,0
7,1,133,15,1,0
8,6,463,1,7,1
6,1,141,13,1,0
5,2,85,14,0,0
4,2,204,16,1,0
7,2,96,12,0,0
3,1,245,12,1,0
6,2,229,16,0,0
15,3,502,1,7,1
4,2,213,11,1,0
5,0,122,13,1,0
15,4,849,2,4,1
4,0,125,15,0,0
14,6,820,2,7,1
6,1,139,12,1,0
6,0,232,16,1,0
11,6,788,2,6,1
4,1,176,10,1,0
4,0,195,15,0,0
7,2,147,15,1,0
5,0,179,15,1,0
8,4,539,4,6,1
3,0,141,16,0,0
3,2,125,10,0,0
3,0,94,14,1,0
5,0,221,13,0,0
12,3,742,1,6,1
3,1,183,10,1,0
4,0,86,11,1,0
6,0,184,9,0,0
4,0,123,11,0,0
7,2,192,10,0,0
7,1,159,11,1,0
5,0,235,14,0,0
4,0,120,9,1,0
10,6,828,4,6,1
4,0,89,11,1,0
7,2,217,14,0,0
5,1,146,12,1,0
11,4,574,1,6,1
12,5,800,3,3,1
4,0,216,15,1,0
3,1,52,13,1,0
3,1,203,10,0,0
3,1,215,12,1,0
13,5,584,4,6,1
13,7,976,2,3,1
10,6,669,2,7,1
3,1,250,16,0,0
6,2,195,15,1,0
14,4,770,1,3,1
15,3,645,4,7,1
8,5,613,4,5,1
7,0,209,15,0,0
3,0,130,14,1,0
7,0,166,10,1,0
7,1,192,14,1,0
5,0,188,16,0,0
7,0,151,9,0,0
5,0,199,12,1,0
15,5,881,1,6,1
8,7,515,1,4,1
5,0,227,9,1,0
10,3,850,1,7,1
6,2,95,15,0,0
5,0,53,10,0,0
7,2,50,14,0,0
4,1,131,16,1,0
5,0,108,12,1,0
6,2,70,11,0,0
7,0,182,15,1,0
6,0,64,11,1,0
12,5,607,4,5,1
5,2,187,16,0,0
6,1,226,15,0,0
6,0,162,9,0,0
5,2,159,15,1,0
3,1,126,16,1,0
7,2,79,14,0,0
3,2,212,12,0,0
7,2,196,11,1,0
8,7,798,4,5,1
7,0,230,12,1,0
5,2,225,15,1,0
6,0,179,10,0,0
5,1,214,10,1,0
7,1,182,9,0,0
9,3,643,1,5,1
6,1,179,10,0,0
5,2,215,13,0,0
6,1,115,16,0,0
9,4,913,1,6,1
3,2,247,14,1,0
5,2,213,16,0,0
3,1,223,14,1,0
13,7,525,3,7,1
4,1,177,16,0,0
8,5,725,2,7,1
12,6,831,2,6,1
6,0,243,11,1,0
3,2,107,10,1,0
10,6,736,3,4,1
3,0,183,14,0,0
6,1,155,10,0,0
15,4,459,3,4,1
3,1,60,14,0,0
5,2,108,14,0,0
4,0,52,15,0,0
6,1,118,13,0,0
5,1,60,9,1,0
5,0,149,14,1,0
6,0,245,9,0,0
3,2,158,14,0,0
11,3,956,2,5,1
3,2,128,10,0,0
6,1,181,10,1,0
12,6,559,1,5,1
4,0,249,11,1,0
5,1,173,15,0,0
9,3,562,2,6,1
6,0,215,10,1,0
7,1,223,14,0,0
4,0,146,10,1,0
7,0,103,13,1,0
4,2,181,14,1,0
7,0,239,11,1,0
4,1,52,15,1,0
14,6,682,2,3,1
4,0,79,12,1,0
4,2,166,10,1,0
3,0,211,9,0,0
7,1,55,11,1,0
7,0,120,16,0,0
7,2,99,12,1,0
6,2,180,15,1,0
7,2,115,16,0,0
5,2,189,9,0,0
10,7,975,4,5,1
6,2,245,13,0,0
7,0,148,16,1,0
7,0,103,13,1,0
3,0,151,16,0,0
15,4,667,1,4,1
9,6,948,1,7,1
7,1,153,10,1,0
8,7,970,4,5,1
4,0,249,10,0,0
13,4,949,1,5,1
4,2,219,15,1,0
7,2,65,16,1,0
11,5,680,3,3,1
12,6,867,2,4,1
3,1,84,9,0,0
6,1,205,14,1,0
7,0,178,13,0,0
7,0,250,11,0,0
5,2,123,10,1,0
4,0,55,14,0,0
8,7,684,4,7,1
13,5,777,4,6,1
11,4,525,4,5,1
8,7,708,4,6,1
5,0,54,13,0,0
4,0,171,11,0,0
4,1,139,14,1,0
7,0,70,9,0,0
3,0,165,11,0,0
7,1,108,9,0,0
6,0,204,13,1,0
9,5,770,3,7,1
9,6,569,2,7,1
15,3,570,1,5,1
4,1,211,9,0,0
7,2,119,10,0,0
15,7,673,4,3,1
12,6,683,2,3,1
4,0,123,9,0,0
3,1,215,12,0,0
9,7,882,3,7,1
4,1,78,9,1,0
5,1,115,15,0,0
5,1,112,12,1,0
6,2,66,15,1,0
5,1,171,9,1,0
5,2,181,14,0,0
6,1,161,13,0,0
12,3,719,1,6,1
4,1,162,12,0,0
5,2,138,15,0,0
7,0,88,12,0,0
4,2,78,14,1,0
6,1,165,12,0,0
11,3,958,4,6,1
4,1,163,12,1,0
11,4,713,4,7,1
5,0,232,9,0,0
4,0,243,15,1,0
8,5,698,2,7,1
7,1,62,16,0,0
5,0,200,13,1,0
8,5,754,1,6,1
3,0,178,14,1,0
15,5,583,1,5,1
11,5,539,1,3,1
6,1,91,10,0,0
3,1,209,10,0,0
5,0,86,10,1,0
12,7,707,4,4,1
6,0,108,15,0,0
6,1,147,15,1,0
5,2,128,9,0,0
4,1,119,14,0,0
5,2,238,16,1,0
3,2,68,14,1,0
3,0,67,9,1,0
14,4,542,4,3,1
8,6,862,4,7,1
12,6,942,1,3,1
6,2,105,10,1,0
4,0,194,14,1,0
3,0,116,11,1,0
12,4,711,3,3,1
4,2,191,9,0,0
15,7,875,1,6,1
6,0,83,14,0,0
7,2,112,9,0,0
3,1,125,10,1,0
6,0,113,11,0,0
6,2,244,12,1,0
9,6,662,4,3,1
5,1,81,16,0,0
8,5,931,3,3,1
6,0,187,9,1,0
6,0,228,16,1,0
7,2,126,11,1,0
7,2,116,10,1,0
13,4,520,1,7,1
5,2,136,10,1,0
7,0,183,11,1,0
6,1,56,10,0,0
7,2,171,14,1,0
12,6,848,2,7,1
4,0,115,15,0,0
5,2,63,11,1,0
5,2,160,15,0,0
7,0,207,13,1,0
7,0,180,9,1,0
15,7,518,4,7,1
7,2,215,13,0,0
3,0,104,10,0,0
5,2,134,11,1,0
7,0,159,15,1,0
3,2,197,12,1,0
4,2,247,11,0,0
6,1,135,11,0,0
6,1,217,11,1,0
4,1,109,16,0,0
13,3,858,2,5,1
4,2,127,9,0,0
5,0,220,14,1,0
10,7,968,2,7,1
6,1,199,12,0,0
8,4,695,4,5,1
7,2,60,9,1,0
6,2,216,13,0,0
5,0,116,13,0,0
3,0,100,13,1,0
4,0,117,14,1,0
6,1,199,9,1,0
3,0,191,11,1,0
6,1,131,9,0,0
4,1,174,11,1,0
4,1,195,14,0,0
14,6,603,1,4,1
7,1,139,15,1,0
9,4,471,4,7,1
5,2,123,11,0,0
4,1,192,12,0,0
8,7,660,2,7,1
5,0,145,11,1,0
5,1,222,15,0,0
6,2,158,16,1,0
3,0,149,13,0,0
6,1,168,16,1,0
5,0,115,9,1,0
3,0,99,14,1,0
13,4,708,4,7,1
3,1,186,16,0,0
3,1,83,14,0,0
3,0,250,10,0,0
7,2,225,9,0,0
7,1,205,14,1,0
4,2,215,12,0,0
12,5,704,3,6,1
6,0,151,12,0,0
3,0,90,16,1,0
3,0,114,9,0,0
14,6,944,1,4,1
3,2,188,10,1,0
3,0,237,14,0,0
5,0,172,14,0,0
6,1,52,13,1,0
15,6,518,3,6,1
6,0,190,11,1,0
5,0,54,15,0,0
15,4,518,2,3,1
5,2,158,10,0,0
13,6,840,2,7,1
15,6,830,4,4,1
9,7,615,4,3,1
12,6,560,2,4,1
6,2,236,11,1,0
6,0,84,13,1,0
15,3,530,2,6,1
5,2,216,16,0,0
12,3,793,4,7,1
6,0,60,14,0,0
6,2,71,12,0,0
3,2,135,14,0,0
11,5,799,4,4,1
9,5,834,4,3,1
6,0,120,9,1,0
6,1,96,12,1,0
4,0,165,12,1,0
5,1,96,12,0,0
5,0,246,15,0,0
4,0,81,10,0,0
7,0,79,11,0,0
9,4,550,1,4,1
14,4,605,3,5,1
5,0,234,10,1,0
4,1,175,11,1,0
7,0,108,16,0,0
3,1,155,15,0,0
4,1,230,12,0,0
4,1,230,10,0,0
15,7,743,2,3,1
9,3,581,2,3,1
5,0,219,14,0,0
3,0,65,11,0,0
5,0,154,10,1,0
6,1,197,12,0,0
9,6,702,3,4,1
7,2,91,12,1,0
14,6,876,2,7,1
4,0,117,12,0,0
3,1,248,10,0,0
4,2,200,11,1,0
4,2,199,9,0,0
3,2,181,14,0,0
7,2,149,9,1,0
3,1,115,15,0,0
7,1,78,14,0,0
12,7,682,2,3,1
5,1,159,14,0,0
5,1,197,16,0,0
4,1,218,10,0,0
7,0,240,9,0,0
7,1,168,12,1,0
14,4,868,4,3,1
12,5,711,3,7,1
10,5,604,3,3,1
7,0,125,10,1,0
6,1,235,13,0,0
10,4,974,3,7,1
10,6,609,2,6,1
15,7,633,3,7,1
3,0,62,12,1,0
13,6,454,2,4,1
7,0,77,10,0,0
6,0,237,12,1,0
13,6,482,1,5,1
6,0,57,13,1,0
4,2,207,9,0,0
14,5,847,3,3,1
7,2,209,16,0,0
5,2,246,13,0,0
5,0,78,15,0,0
15,4,460,4,4,1
9,5,495,1,6,1
3,2,230,9,0,0
3,2,241,10,0,0
5,1,205,9,0,0
13,4,805,3,5,1
7,1,51,12,0,0
3,0,172,9,0,0
5,1,63,11,0,0
3,0,129,14,0,0
7,0,98,13,0,0
7,1,212,13,0,0
6,1,182,12,1,0
7,0,67,10,1,0
5,0,223,10,0,0
12,3,876,3,7,1
7,1,188,15,1,0
6,2,205,10,1,0
5,1,226,9,1,0
5,1,206,16,0,0
4,1,142,9,0,0
7,2,175,9,1,0
3,2,188,13,0,0
6,1,182,11,1,0
11,6,633,4,6,1
6,1,232,11,1,0
7,1,78,9,1,0
7,0,179,15,1,0
15,6,898,4,6,1
4,1,212,10,0,0
5,1,157,10,0,0
4,0,58,11,0,0
13,6,587,4,7,1
5,2,66,12,0,0
6,2,222,12,0,0
6,2,89,16,1,0
14,7,734,2,7,1
6,1,96,10,0,0
5,1,168,15,1,0
4,1,197,11,0,0
9,7,662,3,4,1
5,1,130,10,1,0
3,0,58,14,0,0
3,1,187,13,0,0
3,1,117,14,1,0
7,2,76,14,1,0
4,1,229,9,1,0
5,2,226,13,1,0
9,7,484,4,7,1
14,4,964,4,3,1
7,2,57,13,1,0
5,2,187,9,0,0
6,0,238,10,1,0
7,2,232,15,0,0
6,2,111,12,0,0
3,2,244,11,1,0
7,1,97,15,1,0
5,2,163,9,0,0
3,1,236,10,0,0
7,1,120,10,0,0
7,2,108,11,0,0
13,4,771,2,5,1
4,0,146,16,0,0
6,1,239,13,0,0
6,0,192,12,0,0
7,0,116,15,1,0
4,1,230,9,0,0
7,2,232,11,1,0
7,0,223,11,1,0
7,0,157,14,0,0
4,1,107,15,0,0
6,1,161,12,1,0
6,2,150,15,1,0
5,1,157,15,0,0
5,2,235,14,0,0
5,2,182,12,0,0
5,0,130,10,0,0
6,0,226,10,0,0
9,6,790,4,5,1
4,1,123,14,0,0
7,0,197,16,0,0
14,3,463,3,3,1
7,0,72,11,1,0
6,0,75,16,1,0
11,7,685,2,7,1
13,3,666,1,3,1
12,4,808,4,6,1
4,0,127,14,1,0
7,1,158,14,0,0
3,2,87,11,1,0
5,0,130,10,1,0
5,2,238,15,1,0
15,5,882,1,3,1
7,1,212,11,1,0
6,0,162,9,0,0
3,0,101,16,0,0
15,4,719,1,3,1
6,2,150,11,1,0
6,2,173,15,1,0
5,1,136,11,0,0
9,4,497,3,3,1
7,2,217,15,0,0
3,0,59,11,1,0
5,1,82,9,1,0
7,2,68,12,0,0
3,0,228,10,0,0
15,3,599,1,4,1
5,2,142,11,0,0
14,4,967,2,3,1
11,5,759,3,5,1
3,1,224,14,1,0
4,1,246,16,0,0
